date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:08	2354/2354	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Apr%202017%2016:17:36%20GMT	http://quomodosoft.com/html/appro/assest/img/demo/dots-inverse.png	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/img/demo/dots-inverse.png	(from http://quomodosoft.com/html/appro/assest/css/demo.css)
21:10:44	4197863/4197863	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Apr%202017%2013:05:28%20GMT	http://quomodosoft.com/html/appro/assest/fonts/icofont.svg?v=1.0.0-beta	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/icofont7858.svg	(from http://quomodosoft.com/html/appro/assest/css/icofont.css)
21:11:06	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Apr%202017%2016:17:36%20GMT	http://quomodosoft.com/html/appro/assest/fonts/ionicons.eot	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/ionicons.eot	(from http://quomodosoft.com/html/appro/assest/css/ionicons.min.css)
21:11:37	188508/188508	---M--	200	added ('OK')	font/ttf	date:Mon,%2024%20Apr%202017%2016:17:38%20GMT	http://quomodosoft.com/html/appro/assest/fonts/ionicons.ttf	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/ionicons.ttf	(from http://quomodosoft.com/html/appro/assest/css/ionicons.min.css)
21:11:50	67904/67904	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Apr%202017%2016:17:40%20GMT	http://quomodosoft.com/html/appro/assest/fonts/ionicons.woff	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/ionicons.woff	(from http://quomodosoft.com/html/appro/assest/css/ionicons.min.css)
21:11:55	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Apr%202017%2016:17:42%20GMT	http://quomodosoft.com/html/appro/assest/fonts/ionicons.svg	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/ionicons.svg	(from http://quomodosoft.com/html/appro/assest/css/ionicons.min.css)
21:12:12	629908/629908	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Apr%202017%2013:05:28%20GMT	http://quomodosoft.com/html/appro/assest/fonts/icofont.woff?v=1.0.0-beta	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/icofont7858.woff	(from http://quomodosoft.com/html/appro/assest/css/icofont.css)
21:12:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Apr%202017%2016:17:42%20GMT	http://quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.eot	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.eot	(from http://quomodosoft.com/html/appro/assest/css/font-awesome.min.css)
21:12:24	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2024%20Apr%202017%2016:17:44%20GMT	http://quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.woff2	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.woff2	(from http://quomodosoft.com/html/appro/assest/css/font-awesome.min.css)
21:12:44	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Apr%202017%2016:17:46%20GMT	http://quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.woff	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.woff	(from http://quomodosoft.com/html/appro/assest/css/font-awesome.min.css)
21:12:45	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Apr%202017%2016:17:42%20GMT	http://quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/fontawesome-webfontd41d.eot	(from http://quomodosoft.com/html/appro/assest/css/font-awesome.min.css)
21:13:01	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2024%20Apr%202017%2016:17:48%20GMT	http://quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.ttf	C:/My%20Web%20Sites/ripple/quomodosoft.com/html/appro/assest/fonts/fontawesome-webfont.ttf	(from http://quomodosoft.com/html/appro/assest/css/font-awesome.min.css)
